LOAN_ID,APPLICATION_DATE,APPLICANT_AGE,ANNUAL_INCOME,EMPLOYMENT_STATUS,EMPLOYMENT_LENGTH_MONTHS,CREDIT_SCORE,EXISTING_DEBT,NUM_CREDIT_ACCOUNTS,LOAN_AMOUNT,LOAN_PURPOSE,LOAN_TERM_DAYS,INTEREST_RATE,STATE,LOAN_DEFAULT
E1IIBY7UXU23VD14,2024-05-17,38,29747,Employed,63,513,8022,3,2500,Emergency,90,20.05,TN,N
1AVYE45QZ9VX4XSQ,2024-06-06,45,58260,Student,0,850,11608,5,500,Medical,30,17.61,CA,N
60MV6W2JGZ3FPXRT,2024-10-13,26,35789,Employed,96,828,27310,4,10000,Education,180,9.81,NC,Y
ZW446T5BC1U0ZQ3G,2024-08-18,43,67316,Self-Employed,2,624,207,3,1500,Emergency,30,20.7,MI,N
0RRSXQSAAYE8S2WC,2025-01-03,48,70544,Employed,132,754,1487,4,1500,Home Repair,90,8.32,CO,N
Z5G19QGUY2N3NFC3,2024-12-21,47,30656,Retired,0,597,36683,3,2000,Car Repair,60,19.51,IL,N
7V80YN4O5U58PDD8,2025-01-15,48,111398,Employed,131,699,19988,3,1000,Education,30,15.65,AZ,N
TAIAUXY9OR1ATI2H,2024-11-06,23,149923,Employed,71,658,32903,5,2500,Education,60,17.31,MI,N
UXMOZXRAZMSAB3BV,2024-06-08,42,39509,Employed,123,649,17875,1,1000,Education,90,20.02,TN,Y
TBWGBZ13M9NPK2V0,2024-08-27,47,114942,Self-Employed,24,671,3822,4,1000,Education,60,15.42,OH,N
14JPONZV1V8PDEWD,2024-07-18,28,35196,Employed,23,677,19931,1,1000,Debt Consolidation,365,14.92,IL,Y
6L5HRJAE8QK4Z91P,2024-11-03,38,43202,Self-Employed,66,715,3330,3,1500,Emergency,60,16.67,CA,N
LAYYBGRXH5LQXXEG,2024-12-03,18,52484,Employed,87,775,10271,4,2000,Car Repair,60,12.59,TX,N
LZIUBHUHRTPMO841,2024-05-02,27,56789,Employed,29,669,6911,3,1000,Other,90,17.47,TX,N
LCLJZ9KVEADCT1ZH,2024-03-13,34,54498,Retired,0,671,20977,2,2500,Travel,180,15.19,NY,Y
T4EIF5S4JD1AYAQR,2024-06-17,23,82674,Contract,3,686,9400,2,1000,Other,365,13.89,PA,N
S3M5OUROL6BIV0Z5,2025-01-13,35,63150,Employed,10,693,6959,6,2000,Education,180,14.79,CA,N
ZPXEGQ4PPAJX4B0A,2024-08-28,34,31600,Unemployed,0,739,8675,3,2000,Car Repair,30,12.49,FL,N
4SK2MLFDTLT365W6,2024-04-03,41,105709,Employed,17,697,12404,3,500,Emergency,180,15.03,CA,N
4YQJGVCBIKPDXKIZ,2024-07-12,41,146011,Employed,84,718,1157,3,1500,Emergency,365,12.51,FL,N
IYPI1XW4SPI0VP1D,2024-01-26,40,98772,Student,0,613,5291,2,2000,Car Repair,365,21.91,TN,N
ZXGUAKVXT2FHO8CC,2024-05-24,42,65442,Student,0,696,14290,3,2500,Other,90,15.44,MI,N
98E3R037ODN65SWS,2024-05-25,26,44061,Employed,114,693,26727,2,500,Emergency,90,13.93,IL,N
FL04MEUULZ6WKKMY,2024-11-08,57,40665,Contract,26,689,7321,7,1500,Emergency,30,16.38,IL,N
5TG5HJ99VAEJVOBV,2024-01-16,29,45242,Self-Employed,9,743,22377,4,1500,Car Repair,30,13.87,TX,N
OLIYZICXHRQV9W2Z,2024-11-15,27,55937,Self-Employed,9,594,27256,7,2500,Car Repair,30,19.68,NC,Y
ZS7CCZWI87JLGTVX,2024-03-10,33,42610,Employed,135,737,10112,1,2000,Emergency,365,12.82,NY,Y
JJDH2UDX1ZFMQ6I4,2024-06-29,42,38978,Employed,50,782,31096,3,5000,Debt Consolidation,365,12.89,FL,N
BHMYX2PPQLA1G0R6,2024-12-11,49,44120,Self-Employed,6,655,2398,3,7500,Medical,90,15.33,FL,N
W6NCH4H9CGJK91DP,2024-03-17,42,67078,Employed,11,801,1942,7,2000,Emergency,180,12.41,GA,Y
IWPZXS12FZXOTCSZ,2024-11-28,49,85072,Student,0,586,32812,5,2500,Medical,60,16.56,NY,Y
Y0RCNJ6BRJDNA0C0,2024-03-05,27,56515,Employed,18,656,9419,8,5000,Medical,60,14.73,OH,N
FOSH4LV73QI3URNJ,2024-09-27,60,49486,Self-Employed,8,680,40547,4,10000,Emergency,365,16.18,PA,Y
EK91KEGJ52T2PM31,2024-01-21,46,53722,Employed,32,850,200,4,5000,Car Repair,30,13.51,TX,N
8GIYRNQ1M3A2V818,2024-04-27,32,28859,Employed,103,748,35947,4,10000,Car Repair,60,10.65,FL,N
IQWLOK7GBUPL5ROS,2024-10-26,37,83059,Self-Employed,9,589,1408,3,2000,Emergency,90,19.62,WA,Y
ZHX14A80Q15FQJIT,2025-01-14,38,79664,Employed,47,600,5294,2,5000,Home Repair,60,19.71,IL,N
6F5Q4MYIXXJA3WX6,2024-01-18,18,43346,Employed,20,550,5910,4,1000,Home Repair,60,26.01,AZ,N
ILJ42CW9J51KPSZ6,2024-10-17,33,66906,Employed,16,846,3214,5,2000,Other,365,11.34,TX,Y
W8WBZO547GFPQEQQ,2024-10-14,25,76298,Unemployed,0,663,35925,1,5000,Travel,180,18.69,TX,N
R7D6E5F0H74ISRCA,2024-10-10,48,20879,Employed,57,718,2294,7,5000,Emergency,30,13.7,NC,N
XHCYEP5ZPLYO0SU0,2024-01-01,35,26956,Retired,0,707,8500,2,10000,Emergency,30,13.84,NY,N
R7G0SGQ9WERX6TP9,2024-03-20,38,56092,Employed,9,767,19141,0,1500,Home Repair,60,10.65,IL,N
QOPWSUQFQNG89VB9,2024-06-24,48,33827,Employed,5,543,14980,4,500,Home Repair,90,24.97,CO,N
2G1IPJJ9R518ML94,2024-11-26,42,15000,Employed,8,544,22240,6,500,Emergency,180,25.63,FL,N
8U3LQ28QAQX9V3ED,2024-04-30,31,98615,Unemployed,0,676,10619,6,500,Medical,180,15.71,WA,N
46KIHOKM948IY00G,2024-07-07,40,34999,Employed,25,657,1109,7,1500,Medical,365,15.63,NC,N
0BF8ZQ1VKVV411QI,2024-03-14,36,37918,Employed,66,589,8707,4,500,Emergency,365,17.23,FL,Y
ZRMT0NHB62HLN6GO,2024-05-07,51,81206,Employed,254,836,17465,5,10000,Car Repair,180,14.81,TX,Y
QSY9ISIW39LLU5BO,2024-06-06,49,34798,Retired,0,607,68247,3,2500,Home Repair,30,23.99,NY,Y
81241UWNZAF9KW51,2024-10-10,43,20145,Self-Employed,45,792,3224,4,2000,Medical,90,11.77,GA,Y
D3JJH1WBVR6CUHR5,2024-05-25,38,29570,Employed,29,522,11223,2,500,Medical,30,21.71,TX,N
D7HFVSV3V4BNAX29,2024-08-14,42,33221,Unemployed,0,730,1067,7,10000,Other,90,13.27,IL,N
W7RPP9CWNBIL8B5L,2024-12-09,34,85487,Employed,9,785,10914,1,2000,Medical,180,11.14,FL,Y
9JPA21E5J7O6RHD5,2024-02-20,31,79035,Employed,32,646,22494,4,1500,Education,30,21.75,AZ,N
E9JLWXWU1R0DN952,2024-03-16,35,68448,Student,0,508,6605,4,1500,Debt Consolidation,60,22.87,NY,Y
B5IKRO8UA4NUTHO6,2024-05-13,37,43230,Retired,0,823,19702,2,1500,Travel,90,13.11,PA,N
969PSDC63H0ANHKW,2024-06-03,42,41130,Employed,2,677,10886,6,1000,Travel,30,14.59,FL,N
9X6REAVBEHHW9BH2,2024-10-24,40,86483,Self-Employed,43,783,10695,4,1500,Medical,90,13.74,NV,Y
MPGL9U0U83T5KVBO,2024-09-04,47,22106,Retired,0,650,4857,5,1000,Education,365,11.64,TX,N
TZL9DO0FK46WQ28K,2024-09-04,47,53119,Unemployed,0,718,7653,6,1000,Medical,90,16.84,AZ,Y
CXHHDAS1CO1RYWYM,2024-10-03,27,76093,Student,0,631,1112,3,500,Other,60,22.49,WA,Y
CS3Y4N5BZGJVB2YT,2024-09-11,22,102932,Employed,137,795,7914,7,5000,Emergency,90,14.22,CA,N
9L6TWR2V3TGAQHCB,2024-11-17,45,22808,Employed,3,479,4388,2,1500,Debt Consolidation,60,23.61,IL,N
82OXLMYQS8CG90MX,2024-03-31,32,27818,Employed,15,636,22784,5,1500,Home Repair,90,19.69,NY,N
7ACCDZZC5A8SM0D4,2024-08-09,54,48508,Self-Employed,20,580,3939,2,3000,Car Repair,60,22.49,IL,N
8EGJ7A0KLL5ZNLNC,2024-09-19,22,24648,Employed,42,775,157,4,1000,Debt Consolidation,90,11.74,AZ,N
J7XZY0UQC4WXEFJR,2024-07-02,18,34091,Retired,0,624,25724,6,500,Medical,180,18.48,NY,Y
PD5L8F1BOM17OCE3,2024-07-29,19,23349,Self-Employed,72,507,18966,5,500,Emergency,90,25.09,NY,N
OZKDZWACZHZEQ3MN,2024-06-10,18,62635,Unemployed,0,745,409,3,3000,Emergency,180,12.16,GA,N
9X6GTX9GSDIK6GS0,2024-07-05,41,58785,Employed,87,814,5228,3,500,Emergency,180,10.16,WA,Y
JVC9S902A0NW60JS,2025-01-12,52,16866,Student,0,738,8259,2,2000,Car Repair,180,13.2,NY,N
CTOLQGASGK783NC8,2024-01-08,53,29658,Retired,0,593,6065,1,1000,Emergency,90,20.71,GA,N
MQ5S45NMTVZ2GPIL,2024-07-02,29,28983,Unemployed,0,517,20929,7,1000,Debt Consolidation,30,26.37,AZ,N
EREKJS7YUCF6WXQG,2024-12-18,69,15000,Employed,45,664,19521,5,1500,Other,90,14.0,NV,N
LDXZFLMR19IK85EN,2024-03-09,48,53779,Employed,56,735,37951,6,3000,Emergency,30,8.16,FL,Y
CCE4HAECP3GKQRYY,2024-09-22,26,51619,Employed,50,693,4280,1,1000,Medical,60,15.59,PA,N
8NXW068AXP0UO7RV,2024-05-23,30,43726,Retired,0,689,6630,1,5000,Car Repair,90,12.66,TN,Y
87ZMYP2CHAQPKWQZ,2024-05-01,20,79337,Employed,13,673,7868,4,7500,Debt Consolidation,90,15.39,CO,N
ZGUS8P6WKLX2WEDF,2024-01-05,46,20886,Employed,25,700,315,5,5000,Travel,60,16.22,CA,N
43390F8NUIX6HT3I,2024-06-02,44,88920,Employed,4,669,29592,8,1000,Car Repair,180,14.9,NY,N
E68PO55QY6ORRE93,2024-05-31,18,46690,Employed,47,719,31596,1,2500,Education,60,14.34,FL,N
U62ER6EU6RLN7OGK,2024-05-04,18,37264,Employed,20,717,14502,2,3000,Emergency,60,13.9,NY,N
H50K2T9Z04Q3QTMA,2024-11-30,25,39207,Self-Employed,36,642,13035,6,1500,Debt Consolidation,365,18.28,NY,N
YMYWC94TWKC031VG,2024-06-03,45,36784,Employed,53,700,8634,1,1000,Medical,180,15.62,TX,Y
LIVHO8KTO9QESOS0,2024-03-17,61,43725,Retired,0,716,23339,3,2500,Car Repair,180,14.5,TX,N
ZXKQKP90NE6YIWDS,2024-05-20,30,44724,Self-Employed,34,773,7668,4,3000,Medical,30,16.41,OH,N
2SLR4EHMW5MXVWBQ,2024-08-02,20,49342,Student,0,834,30180,8,3000,Medical,60,9.39,OH,N
2C6X3WN8AARD7DQ8,2024-05-15,42,167481,Student,0,630,31366,3,1500,Home Repair,90,20.46,TX,Y
VDGWMQEBN26F4DQW,2024-07-03,57,31196,Retired,0,650,13998,5,7500,Emergency,365,13.67,NC,N
ML7O610HLSEFGBCP,2024-03-22,34,107187,Retired,0,636,62528,7,1500,Home Repair,30,21.07,TN,N
6OQNFC3Y0SPWQIGB,2024-03-21,41,19409,Unemployed,0,762,2809,4,1500,Education,60,16.5,OH,Y
U990MZ9HGNA0B6NW,2024-01-21,33,52189,Unemployed,0,649,10102,3,1000,Medical,365,19.27,CA,N
Y1MTJYEOUJD022YB,2024-04-26,18,103825,Employed,47,683,7277,3,1000,Medical,60,15.95,TX,N
UR0K8OIG4E8QENVG,2024-11-09,56,37931,Employed,69,581,2347,7,10000,Emergency,60,21.75,NY,Y
UASMCJ2JGB36H2BQ,2024-05-27,51,29778,Employed,49,702,6875,3,2000,Emergency,180,14.62,IL,N
GFQW856U0RKTOC19,2024-10-14,42,57103,Employed,24,779,2712,2,5000,Emergency,180,11.03,CA,N
YQ5QHS5CD3BMYU8T,2024-01-22,38,40043,Employed,3,746,1996,7,5000,Home Repair,60,14.58,CA,N
N8FQMJ22OIGKYOJB,2024-06-29,25,31884,Employed,339,669,7203,4,1000,Emergency,180,10.45,IL,N
47ZPO0LLQIXUCE5Y,2024-05-07,35,43196,Student,0,656,12207,2,500,Emergency,90,15.14,OH,Y
CN31LYCFVP1XNKVB,2025-01-09,58,40078,Retired,0,561,46898,8,7500,Debt Consolidation,30,21.08,NC,N
2HQBWO7BAL23IQG1,2024-05-06,43,126435,Employed,18,778,31739,4,3000,Emergency,90,9.89,GA,Y
OJL9OK165DV6LOI5,2024-02-22,40,147018,Employed,14,612,41388,4,2000,Emergency,30,22.62,CA,Y
YRCE3SEMZYG8CV71,2024-11-29,41,86950,Employed,20,694,63920,4,1000,Education,60,15.03,MI,Y
E4FMTCP2R7DOYFY5,2024-10-01,52,36477,Student,0,706,485,1,1000,Emergency,180,12.91,CO,N
746S5IPRUIXBH3HS,2024-07-10,29,51928,Student,0,736,48533,3,2000,Debt Consolidation,60,17.34,NY,N
OWMWGOSNSTAVPIAG,2024-05-30,18,37379,Employed,27,610,1230,4,2000,Education,90,18.56,PA,N
F9AHO3K5WUIH2JYH,2024-05-04,35,30278,Employed,41,656,42394,9,5000,Emergency,60,13.97,CA,Y
RQG3IGFO0SKUJRO5,2024-09-08,42,33036,Employed,23,641,1745,2,1000,Emergency,180,20.73,OH,N
V01705SFLYG6D93W,2024-10-01,52,118425,Employed,78,535,86700,6,5000,Medical,60,24.93,OH,N
D6OCSVS1VUCAHOGF,2024-04-04,18,98052,Student,0,609,3273,5,3000,Medical,90,17.08,TX,Y
JK3GMJOIEZZG6DLM,2024-11-22,35,62246,Retired,0,678,3272,2,2000,Emergency,60,13.69,WA,N
FBDWU1G7PNDXMZ2C,2024-08-05,44,17806,Employed,17,521,4406,4,2500,Car Repair,180,22.89,TX,N
AO1KVLDHP3A0MQ4X,2024-11-23,38,83900,Student,0,685,1439,3,1000,Education,180,15.78,IL,N
O06R9DD6EAF0EZT9,2024-03-28,52,24121,Employed,16,790,21704,3,5000,Home Repair,365,11.99,IL,N
LNBOHUXS928Q0P5M,2024-06-13,51,43450,Employed,225,722,27646,2,5000,Debt Consolidation,180,13.93,CA,N
W1C8N3VO0EN9UU2Y,2024-11-28,40,92033,Student,0,731,10883,3,500,Emergency,365,15.35,MI,N
4IX0HY9KDPPEQ1ZJ,2024-10-16,49,75815,Employed,5,605,1948,3,5000,Other,365,21.38,MI,N
GDGK8DZVR9D02U7J,2024-06-02,59,97531,Unemployed,0,658,66617,5,10000,Debt Consolidation,90,15.19,PA,N
HQDXVNIUA0IRAL0L,2024-06-24,38,26336,Self-Employed,37,773,9138,2,500,Emergency,30,10.1,NY,Y
8LPHYKIZ8V886N7H,2024-09-29,47,45825,Self-Employed,100,692,7132,6,1500,Emergency,365,13.46,NV,N
MQDMJ9IXS6LD2T8Y,2024-12-07,18,56617,Employed,227,689,7459,5,5000,Debt Consolidation,90,15.2,PA,Y
FOTUX6J1YGSKQYP8,2024-04-07,49,97883,Unemployed,0,673,17364,2,1500,Car Repair,60,13.58,WA,N
91XSD0NKVDKIPDHS,2024-10-02,26,48744,Employed,47,614,5111,1,1000,Medical,180,22.06,CA,N
P2OY4CD3LIQA123N,2024-11-16,26,47855,Retired,0,706,1861,3,7500,Other,180,17.79,AZ,N
CRJAV6NICD23V4XN,2024-11-26,29,74403,Employed,8,704,21860,7,5000,Home Repair,30,16.55,FL,N
1FVQFBDPWC1DNP7W,2024-06-19,22,69051,Self-Employed,35,640,10919,4,5000,Home Repair,365,18.22,NY,N
LYUYRJ55VFNIE9LA,2024-04-05,44,38619,Contract,34,755,1526,4,1000,Travel,60,10.93,FL,N
ODEZT07BVQ4RKP3W,2024-02-15,48,66009,Employed,36,630,10989,3,3000,Education,30,21.36,CA,N
UDE71WOO0HLLSSG7,2024-05-31,33,103743,Self-Employed,17,557,12254,7,1000,Emergency,30,24.24,WA,N
FWPS64HMZYWDV5QI,2024-11-05,43,58386,Employed,34,573,470,5,7500,Medical,90,28.16,CA,N
N7ZXFMX9IYHOSDQE,2024-06-28,32,23694,Employed,3,748,73010,5,5000,Car Repair,60,14.69,MI,Y
3NHWVL9V73PUWSXV,2024-08-21,21,52871,Unemployed,0,794,12263,3,10000,Emergency,90,10.4,WA,N
TI2V0ZSLWEUZ1KHL,2024-12-22,38,39352,Employed,20,528,77833,5,500,Debt Consolidation,365,24.22,FL,N
UEFCJZ9BO4F6T8RB,2024-12-10,18,35448,Employed,73,651,23552,4,2500,Emergency,365,11.67,CA,N
A2FYRY92HJQN33BQ,2024-11-15,21,132992,Employed,22,784,15689,2,3000,Car Repair,365,8.94,AZ,Y
85UVLYABZM36WKR3,2024-06-19,54,76110,Retired,0,674,8878,5,5000,Other,90,13.18,GA,Y
8K2D0JZCBFFBFL1H,2024-09-01,41,73695,Retired,0,737,7932,1,500,Debt Consolidation,90,16.1,PA,Y
BGYB2DP63QWBMNER,2024-07-20,59,37481,Self-Employed,181,753,35022,6,500,Education,90,10.36,CA,N
GWJ8RR1L7KENH3I6,2024-09-09,18,35729,Employed,66,665,5733,6,2500,Debt Consolidation,60,16.7,TX,Y
WTL0OC7HKHBEDBPB,2024-07-23,31,85822,Employed,79,714,15236,5,2500,Emergency,30,11.67,PA,N
X2X02BN0I97ERR59,2024-01-13,33,33855,Self-Employed,42,636,12506,4,7500,Medical,60,18.96,CA,N
HZX7ZB146DZF9WTD,2024-03-29,28,46481,Employed,7,696,22879,5,500,Car Repair,60,18.22,CA,N
NAPGFHTN9XED3A27,2024-05-25,35,37289,Retired,0,701,15425,0,2500,Other,365,14.68,GA,N
F57U59Y61F42Q5IM,2024-05-24,60,100042,Employed,14,721,1677,4,7500,Medical,60,18.2,IL,N
LX6VYM6QGOVUOLAF,2024-01-26,42,91458,Self-Employed,122,849,51068,5,1000,Emergency,180,15.44,AZ,N
SJWCCWWJABXXWNRS,2024-02-09,34,69305,Contract,56,677,940,6,3000,Travel,90,15.39,IL,N
NIMUX73A4RH7GN93,2024-02-24,44,25992,Unemployed,0,683,19901,2,3000,Travel,30,13.96,OH,N
8KY4YUOWZIUT00AA,2024-05-27,31,79371,Self-Employed,125,598,32020,1,1500,Car Repair,180,19.17,IL,N
79Z67YYKL4RFQCD0,2024-04-09,45,47127,Employed,15,593,3744,7,500,Medical,180,24.25,NV,N
Y4Q9YG0QLWE10W7T,2024-04-01,42,15000,Unemployed,0,596,7168,5,7500,Medical,365,17.02,AZ,N
UA9GYDBXE1BF1VGM,2024-01-25,31,65120,Unemployed,0,719,36215,8,1500,Travel,30,13.13,CA,N
3LM8FHCC1P7XHZ2F,2024-06-11,25,107518,Retired,0,520,39364,2,3000,Debt Consolidation,60,23.97,PA,N
DNPTWEFKF4HN6MGW,2025-01-10,27,44726,Self-Employed,100,781,25045,3,1000,Travel,365,14.94,CA,N
NOMFUG7LVV0KK1R7,2024-05-18,47,79052,Retired,0,606,3549,5,1000,Education,180,20.71,CA,N
1PHQUZ3MPKST69PV,2024-09-26,32,41531,Employed,7,719,11689,2,1500,Debt Consolidation,90,14.81,NY,N
6LR0LU57BQ0U75CN,2024-09-20,53,23810,Self-Employed,2,769,152,5,2500,Debt Consolidation,60,11.85,NC,Y
XLE9LSA5PNVWB0B1,2024-01-03,51,114934,Employed,109,777,1845,3,5000,Medical,30,14.32,CO,Y
YOA8OS23SBKP1L4W,2024-04-24,41,34218,Employed,146,692,7623,2,2500,Education,60,17.35,CA,Y
FXFMD13UG3ZJ395E,2024-09-01,35,76355,Student,0,660,26383,4,2000,Other,180,15.36,NY,N
RI8D5SJ4WLDY8J1U,2024-03-25,61,59683,Self-Employed,25,665,16487,0,2000,Car Repair,60,14.66,FL,N
I9L69ISXUWVW1PM7,2024-02-23,39,48215,Employed,60,708,15831,5,2000,Car Repair,90,13.91,CA,N
7XVMEZXLEAYCDY1Q,2024-09-08,23,62182,Retired,0,626,9117,5,2500,Medical,30,19.46,NY,N
1EKVIPATZ7BYK9L1,2024-10-11,19,33299,Employed,92,636,8639,3,5000,Home Repair,365,17.82,OH,N
WDX68C4NR1H69M0G,2024-09-23,49,69286,Employed,16,738,5447,2,2500,Home Repair,60,14.88,CA,N
AKASKDST7OJBQPLB,2024-08-12,52,73517,Self-Employed,19,678,15581,9,2000,Medical,180,15.49,IL,Y
NE9EBHNQQA4P29XB,2024-10-13,27,92545,Employed,35,739,2009,1,1500,Emergency,60,13.75,CO,Y
4O6PJHND3J5H4L1M,2024-06-08,31,34917,Employed,67,811,14665,2,2000,Other,90,9.79,MI,Y
3TFQCOWEEVX3NY6V,2024-06-01,44,95781,Employed,10,645,49396,5,1500,Debt Consolidation,60,24.69,IL,N
PASGPAGI3XAW5NV1,2024-02-09,44,60024,Retired,0,581,5583,6,10000,Emergency,30,21.1,OH,N
VM2HJJHMWPHM5ZJY,2024-06-28,43,20222,Employed,9,735,7049,6,2500,Travel,60,16.28,AZ,N
ITRZRAUD2YZDZIRL,2025-01-04,27,58562,Self-Employed,98,642,7821,4,2000,Travel,30,20.32,IL,N
YFHJFC6AQ1DRRVI0,2024-01-25,39,48743,Employed,34,640,3677,4,500,Medical,90,20.28,CA,N
R3X40G8GBSF5KSXZ,2024-07-06,36,105343,Employed,35,663,41420,6,500,Debt Consolidation,90,18.6,FL,N
5ER12D5VR2BKF59V,2024-07-24,26,38559,Employed,16,643,14,2,1000,Debt Consolidation,90,20.96,PA,N
A2WSFJDBE2X8IWDR,2024-10-12,18,58534,Unemployed,0,651,4238,3,1000,Debt Consolidation,30,13.05,WA,N
YHB9640RGZXRI7SI,2025-01-13,28,81828,Self-Employed,127,778,14845,5,2500,Home Repair,60,14.11,TX,N
S1BWMF8YWT9OCNQW,2024-03-11,27,36072,Employed,68,698,7070,1,2500,Emergency,60,15.97,CA,N
PBEDEA4XPZWYHFUE,2024-10-12,18,52303,Unemployed,0,789,10370,8,10000,Other,365,10.64,NY,N
Z5LWDIJVTY93LV3C,2024-07-19,19,33680,Student,0,738,6289,1,1000,Emergency,60,14.68,NY,N
3K77JJ6V0PMQF6BR,2025-01-07,55,49847,Retired,0,709,5939,3,2500,Home Repair,90,14.56,MI,N
2LED4OUV73L5KKYN,2024-01-27,31,42486,Employed,16,604,6235,3,3000,Education,180,15.42,FL,N
LCKLLZSSXON55V6J,2024-08-31,36,76397,Student,0,651,19083,2,5000,Emergency,30,18.74,WA,N
9RUFIVIPV8MSWRR9,2024-05-08,42,47812,Employed,18,565,29205,4,1500,Home Repair,30,26.04,TX,N
0909JFJFL12Z4YJD,2024-09-30,38,151399,Unemployed,0,684,18805,4,1000,Medical,90,19.66,TX,Y
KEI5QFQ6VM3BY4II,2024-06-18,56,72883,Student,0,683,24857,6,7500,Debt Consolidation,180,14.45,IL,N
7VXTRQINDAMT8QM7,2024-04-05,20,27285,Employed,162,656,6401,5,500,Travel,90,13.63,OH,Y
6287FDV21NDCS1UY,2024-10-17,47,31976,Self-Employed,26,647,15371,2,1000,Car Repair,60,22.61,PA,N
SZDED8WGE3ZIEXOG,2024-09-18,32,93626,Student,0,790,2075,3,500,Emergency,180,12.16,NC,N
XVX9M3HKYZ1QWJ35,2024-07-11,33,30945,Unemployed,0,765,19987,2,2500,Car Repair,30,12.3,CA,Y
YHKJHW145WC01INH,2024-08-23,41,130731,Student,0,545,7125,8,2500,Home Repair,90,22.64,NY,Y
KIXXX1GJS407EE6G,2024-07-06,50,59685,Employed,6,602,15033,5,500,Emergency,180,20.89,MI,Y
R37PVCF4US3G19KW,2024-06-19,44,99268,Employed,21,626,16879,2,3000,Emergency,60,22.22,MI,N
GBNU3M3TD7URUDO4,2024-05-26,30,35996,Contract,240,642,6640,3,2500,Home Repair,90,19.45,TX,N
CDTBJ91QOE5IOMQD,2024-03-13,29,51909,Employed,5,670,4434,5,2000,Home Repair,90,16.23,TN,N
9ANOTQLV7RXT4QX2,2024-03-22,36,54589,Retired,0,627,11466,3,3000,Education,60,22.96,OH,Y
0T2NCN47DVCFO9RE,2024-12-19,27,45224,Unemployed,0,810,5736,1,1000,Education,90,13.77,GA,N
3DVSB58ZBNIAB2YU,2024-10-04,45,43466,Employed,15,681,20398,4,500,Emergency,60,18.23,CA,N
7YF9UL42M3ZKN3PD,2024-05-03,27,53538,Employed,213,648,33,4,1500,Travel,365,15.66,NY,N
N68BNI976F7P9JP5,2024-10-17,33,20430,Unemployed,0,655,496,2,2000,Emergency,90,14.6,WA,N
0EOZORXVJM171K1Y,2024-03-28,37,28856,Self-Employed,23,727,8146,2,2000,Emergency,90,12.22,PA,N
M2J9NVTNIC487BXK,2024-06-07,34,66218,Employed,163,841,42649,4,5000,Home Repair,60,11.4,CA,Y
1SR8CPENM5UN7D00,2024-09-06,18,34583,Employed,53,686,4790,8,2500,Car Repair,60,12.01,PA,Y
YKGAMYJ4Q9CS4A2I,2024-04-04,50,35338,Self-Employed,146,686,1494,3,7500,Other,60,13.85,CA,N
S069X8PLWQ1QU1RE,2024-11-22,33,51728,Employed,81,830,7544,2,2000,Other,90,14.17,CA,N
07WXC1KNGROJ95TC,2024-11-19,58,62718,Employed,41,660,39068,4,5000,Home Repair,180,15.61,NC,Y
Y7SXP271I1DTTOPY,2024-12-17,41,46265,Student,0,611,7554,6,1500,Emergency,180,20.34,FL,N
7VND8VI6FKRXXWFM,2024-01-11,30,87228,Employed,67,664,7283,2,2000,Education,90,14.85,NY,Y
H6AAF28NWNL2URQN,2024-12-18,54,72260,Employed,68,796,6712,5,1000,Other,30,12.26,CA,Y
3BZNHWCLO2D8FU8K,2024-09-29,43,20344,Retired,0,759,2192,5,3000,Emergency,365,14.69,OH,N
XHRTAUZF01SVB8Q3,2024-02-16,23,96014,Unemployed,0,676,13848,3,3000,Emergency,365,13.71,CA,Y
518RWDJ4VTRZR8DO,2024-08-27,27,94356,Unemployed,0,770,8305,2,1000,Home Repair,30,8.72,NY,Y
UFMGL7DAOVXPKAYB,2024-03-22,32,19560,Employed,80,759,67649,3,3000,Home Repair,90,10.61,OH,N
SEWYO0CADSMIQACA,2024-09-10,29,24359,Employed,81,758,32485,2,3000,Car Repair,30,14.34,GA,N
AFF0GO357BD0E8C6,2024-07-06,48,72700,Self-Employed,9,559,3025,3,5000,Car Repair,60,24.8,CA,Y
TCNHJVANQW64B9KK,2024-12-07,32,28791,Employed,6,772,8796,3,1500,Emergency,90,15.22,OH,Y
C21P4U0NUJE8VLWE,2024-06-27,35,42070,Employed,38,671,9884,6,500,Home Repair,90,12.98,FL,Y
QD6R5FL42VLBFJ06,2024-03-10,26,62931,Employed,5,575,5745,3,1500,Home Repair,60,26.3,MI,N
DS8FL2WBZ8W8A5K8,2024-07-10,49,23550,Employed,46,642,4222,2,3000,Car Repair,60,18.64,IL,N
XEH8GEQLSREYGAAD,2024-09-16,60,46056,Employed,50,594,4773,7,1500,Travel,30,19.65,CO,Y
H2EI2OP03KSGSRA6,2024-10-15,56,78713,Student,0,649,25376,3,5000,Car Repair,90,18.46,IL,N
WB4KPBUNOQ4GNW8Z,2024-04-24,24,64820,Employed,148,588,6227,2,3000,Home Repair,90,15.78,OH,N
48LVC9B2R9K9LJ3L,2024-10-29,42,38182,Retired,0,733,24297,4,3000,Medical,365,15.76,TX,N
SJKOQZEY6QMJQ0H4,2024-06-07,45,64260,Unemployed,0,799,23641,6,7500,Medical,90,8.9,CA,N
S41F2GQN8J0WE511,2024-03-29,38,36538,Unemployed,0,642,6684,2,2000,Other,365,18.72,NY,N
